Dates,SPX_ImpVol_Call,RTY_ImpVol_Call
1/27/1998,18.18,17.65
1/28/1998,18.03,17.44
1/29/1998,16.18,15.2
1/30/1998,18.1,16.27
2/2/1998,18.52,19.87
2/3/1998,19.16,17.66
2/4/1998,19.09,14.27
2/5/1998,19.11,17.63
2/6/1998,18.89,19.23
2/9/1998,19,18.32
2/10/1998,18.43,19.21
2/11/1998,17.58,18.96
2/12/1998,17.2,17.22
2/13/1998,16.75,16.2
2/16/1998,16.75,17.11
2/17/1998,17.81,16.48
2/18/1998,17.1,16.42
2/19/1998,16.66,15.59
2/20/1998,16.76,14.28
2/23/1998,16.01,16.39
2/24/1998,16.35,15.98
2/25/1998,15.15,13.65
2/26/1998,12.58,10.1
2/27/1998,14.77,16.51
3/2/1998,17.91,16.19
3/3/1998,18.07,16.25
3/4/1998,17.56,16.06
3/5/1998,19.21,19.48
3/6/1998,16.75,16.46
3/9/1998,18.93,17.21
3/10/1998,17.11,16.84
3/11/1998,16.19,16.73
3/12/1998,16.41,15.46
3/13/1998,16.02,15.36
3/16/1998,15.97,17.12
3/17/1998,16.28,16.49
3/18/1998,15.43,16.95
3/19/1998,14.67,13.68
3/20/1998,15.82,15.4
3/23/1998,17.31,17.69
3/24/1998,17.11,16.63
3/25/1998,19.43,18.96
3/26/1998,18.52,17.63
3/27/1998,19.99,17.72
3/30/1998,21.59,18.62
3/31/1998,21.02,19.75
4/1/1998,20.47,18.82
4/2/1998,20.29,18.49
4/3/1998,20.01,18.41
4/6/1998,19.46,18.95
4/7/1998,20.29,20.72
4/8/1998,21.46,18.85
4/9/1998,18.96,15.86
4/10/1998,18.96,16.15
4/13/1998,18.96,18.96
4/14/1998,18.38,17.36
4/15/1998,17.43,15.22
4/16/1998,18.55,17.24
4/17/1998,17.1,15.95
4/20/1998,16.67,14.19
4/21/1998,17.61,16.43
4/22/1998,15.5,15.69
4/23/1998,17.34,14.35
4/24/1998,17.62,16.79
4/27/1998,22.76,20.67
4/28/1998,21.24,18.41
4/29/1998,19.69,17.72
4/30/1998,19.8,17.76
5/1/1998,18.79,17.54
5/4/1998,18.58,16.19
5/5/1998,18.93,18.13
5/6/1998,19.31,18.17
5/7/1998,19.63,19.01
5/8/1998,18.98,17.46
5/11/1998,19.05,17.42
5/12/1998,18.75,16.85
5/13/1998,18.44,16.42
5/14/1998,16.69,16.26
5/15/1998,17.33,15.98
5/18/1998,17.96,14.83
5/19/1998,17.48,12.84
5/20/1998,17.1,14.14
5/21/1998,16.39,13.94
5/22/1998,15.63,11.82
5/25/1998,15.63,12.69
5/26/1998,18.08,15.16
5/27/1998,19.29,16.08
5/28/1998,16.94,16.45
5/29/1998,17.1,14.3
6/1/1998,21.81,18.03
6/2/1998,21.13,17.91
6/3/1998,18.34,16.91
6/4/1998,19.53,18.24
6/5/1998,19.02,16.71
6/8/1998,18.5,18.56
6/9/1998,18.1,17.34
6/10/1998,18.88,16.87
6/11/1998,19.46,15.46
6/12/1998,19.81,15.57
6/15/1998,21.11,16.04
6/16/1998,20.58,19.14
6/17/1998,19.55,17.61
6/18/1998,18.53,15.39
6/19/1998,18.9,15.66
6/22/1998,20.36,15.58
6/23/1998,16.45,16.69
6/24/1998,18.34,15.32
6/25/1998,18.15,14.86
6/26/1998,17.8,13.75
6/29/1998,17.93,15.39
6/30/1998,17.99,14.07
7/1/1998,15.89,14.24
7/2/1998,15.61,13.3
7/3/1998,15.61,13.49
7/6/1998,16.26,14.18
7/7/1998,16.99,14.19
7/8/1998,15.38,14.64
7/9/1998,16.2,13.55
7/10/1998,16.25,14.31
7/13/1998,16.07,14.67
7/14/1998,15.97,15.62
7/15/1998,15.89,14.43
7/16/1998,15.11,14.56
7/17/1998,13.55,15.18
7/20/1998,15.61,13.77
7/21/1998,17.46,14.39
7/22/1998,17.41,14.8
7/23/1998,19.91,15.86
7/24/1998,19.28,15.09
7/27/1998,19.12,18.28
7/28/1998,20.55,17.44
7/29/1998,20.57,18.32
7/30/1998,16.49,16.99
7/31/1998,19.25,18.62
8/3/1998,22.47,18.95
8/4/1998,25.65,22.24
8/5/1998,26.49,21.9
8/6/1998,24.12,22.39
8/7/1998,24.36,18.45
8/10/1998,24.64,18.1
8/11/1998,26.13,23.31
8/12/1998,25.57,21.35
8/13/1998,25.85,21.81
8/14/1998,27.88,25.57
8/17/1998,25.19,26.6
8/18/1998,23.46,23.44
8/19/1998,23.93,20.45
8/20/1998,24.78,21.59
8/21/1998,27.68,23.61
8/24/1998,26.2,25.05
8/25/1998,24.27,19.9
8/26/1998,25.68,20.65
8/27/1998,29.55,27.15
8/28/1998,35.36,29
8/31/1998,40.33,34.09
9/1/1998,33.37,26.54
9/2/1998,33.79,23.92
9/3/1998,38.02,35.83
9/4/1998,35.99,32.59
9/7/1998,35.99,33.1
9/8/1998,30.82,27.08
9/9/1998,32.78,29.15
9/10/1998,35.49,36.38
9/11/1998,36.37,29.74
9/14/1998,32.04,25.57
9/15/1998,30.77,24.08
9/16/1998,29.4,25.14
9/17/1998,33.99,29.26
9/18/1998,32.2,34.76
9/21/1998,32.44,33.55
9/22/1998,30.66,35.34
9/23/1998,25.78,28.75
9/24/1998,29.37,32.09
9/25/1998,28.05,31.65
9/28/1998,33.19,31.26
9/29/1998,30.97,30.88
9/30/1998,34.92,30.4
10/1/1998,34.92,37.39
10/2/1998,37.56,34.81
10/5/1998,37.56,35.56
10/6/1998,40.17,35.97
10/7/1998,40.23,38.25
10/8/1998,42.41,42.62
10/9/1998,40.07,35.67
10/12/1998,36.3,31.78
10/13/1998,36.52,35.19
10/14/1998,34.2,35
10/15/1998,31.64,39.21
10/16/1998,30.82,28.4
10/19/1998,28.18,31.18
10/20/1998,28.96,25.33
10/21/1998,26.76,28.19
10/22/1998,25.63,28.09
10/23/1998,25.65,27.53
10/26/1998,27.35,31.15
10/27/1998,28.37,24.7
10/28/1998,24.04,24.06
10/29/1998,23.86,24.14
10/30/1998,21.47,22.01
11/2/1998,24.26,24.22
11/3/1998,24.7,23.88
11/4/1998,22.88,24.88
11/5/1998,24.32,26.11
11/6/1998,22.39,25.63
11/9/1998,24.7,23.79
11/10/1998,23.14,22.13
11/11/1998,24.4,23.41
11/12/1998,25.04,25.56
11/13/1998,25.4,23.25
11/16/1998,25.02,24.29
11/17/1998,23.49,24.32
11/18/1998,22.54,23.36
11/19/1998,21.6,20.89
11/20/1998,17.42,18.9
11/23/1998,19.12,19.94
11/24/1998,18.54,20.44
11/25/1998,16.8,17.67
11/26/1998,16.8,18.12
11/27/1998,16.21,19.74
11/30/1998,22.26,24.6
12/1/1998,21.82,25.1
12/2/1998,22.78,25.17
12/3/1998,24.78,23.6
12/4/1998,23.61,24.35
12/7/1998,21.07,22.89
12/8/1998,22.86,26.1
12/9/1998,22.2,25.28
12/10/1998,22.89,25.9
12/11/1998,22.32,25.92
12/14/1998,25.57,26.72
12/15/1998,25.32,24.33
12/16/1998,26.13,24.55
12/17/1998,24.16,25.12
12/18/1998,20.48,23.62
12/21/1998,20.39,23.97
12/22/1998,18.6,20.09
12/23/1998,16.67,21.56
12/24/1998,17.72,21.38
12/25/1998,17.72,21.32
12/28/1998,21.93,24.04
12/29/1998,21.1,23.84
12/30/1998,22.42,25.01
12/31/1998,24.86,21.74
1/1/1999,24.86,21.74
1/4/1999,25.1,27.44
1/5/1999,22.51,24.94
1/6/1999,21.48,23.82
1/7/1999,21.53,22.81
1/8/1999,21.63,21.06
1/11/1999,22.92,24.56
1/12/1999,26.28,26.86
1/13/1999,26.73,26.51
1/14/1999,28.57,20.65
1/15/1999,24.72,27.07
1/18/1999,24.72,27.07
1/19/1999,25.05,24.21
1/20/1999,26.36,25.17
1/21/1999,24.85,24.75
1/22/1999,27.24,25.47
1/25/1999,27.64,25.61
1/26/1999,27.02,22.57
1/27/1999,25.53,26.6
1/28/1999,21.19,23.41
1/29/1999,20.25,20.57
2/1/1999,24.81,25.85
2/2/1999,26.17,26.52
2/3/1999,25.55,24.89
2/4/1999,27.63,24.9
2/5/1999,26.18,26.26
2/8/1999,26.28,26.72
2/9/1999,29.02,28.72
2/10/1999,26.11,25.71
2/11/1999,25.73,23.96
2/12/1999,27.89,21.5
2/15/1999,27.89,21.5
2/16/1999,25.33,23.21
2/17/1999,27.42,23.36
2/18/1999,26.35,25.2
2/19/1999,25.7,26.67
2/22/1999,22.48,22.73
2/23/1999,23.62,20.59
2/24/1999,22.67,18.89
2/25/1999,22.25,22.74
2/26/1999,22.32,25.71
3/1/1999,26.5,25.08
3/2/1999,26.09,24.31
3/3/1999,27.42,26.68
3/4/1999,24,25.18
3/5/1999,21.83,23.24
3/8/1999,21.85,21.61
3/9/1999,22.27,21.35
3/10/1999,23.21,20.19
3/11/1999,23.5,19.91
3/12/1999,21.32,18.37
3/15/1999,22.71,20.33
3/16/1999,23.21,19.99
3/17/1999,22.79,20.95
3/18/1999,21.37,20.52
3/19/1999,20.64,17.05
3/22/1999,23.98,16.48
3/23/1999,23.69,16.18
3/24/1999,22.36,20.07
3/25/1999,21.75,20.06
3/26/1999,21.14,22.23
3/29/1999,21.87,25.53
3/30/1999,23.22,25.74
3/31/1999,22.67,24.71
4/1/1999,20.71,23.46
4/2/1999,20.71,23.46
4/5/1999,21.33,23.95
4/6/1999,21.53,22.19
4/7/1999,21.36,21.22
4/8/1999,20.94,21.82
4/9/1999,20.4,22.84
4/12/1999,22.05,26.53
4/13/1999,22.31,25.67
4/14/1999,22.8,27.42
4/15/1999,22,25.38
4/16/1999,20.3,22.56
4/19/1999,24.85,26.45
4/20/1999,22.66,24.25
4/21/1999,22.66,23.55
4/22/1999,20.38,21.59
4/23/1999,20.33,20.44
4/26/1999,21.37,22.2
4/27/1999,22.23,23.3
4/28/1999,22,22.73
4/29/1999,21,22.4
4/30/1999,19.06,20.07
5/3/1999,21.53,24.93
5/4/1999,25.1,24.83
5/5/1999,22.08,24.59
5/6/1999,25.68,27.43
5/7/1999,23.55,24.79
5/10/1999,23.85,28.2
5/11/1999,21.86,23.93
5/12/1999,22.9,24.88
5/13/1999,23.12,23.94
5/14/1999,23.22,23.45
5/17/1999,23.83,25.36
5/18/1999,25.23,27.74
5/19/1999,21.97,24.11
5/20/1999,20.75,23.73
5/21/1999,20.79,23.38
5/24/1999,24.26,22.45
5/25/1999,24.31,25.3
5/26/1999,22.46,22.97
5/27/1999,24.18,27.09
5/28/1999,18.67,24.55
5/31/1999,18.67,24.55
6/1/1999,23.98,26.47
6/2/1999,22.98,24.08
6/3/1999,23.87,25.02
6/4/1999,21.39,21.93
6/7/1999,21.31,23.08
6/8/1999,22.32,22.45
6/9/1999,21.29,21.74
6/10/1999,23.44,24.35
6/11/1999,22.9,22.37
6/14/1999,23.73,23.35
6/15/1999,24.04,22.15
6/16/1999,20.18,19.87
6/17/1999,19.28,19.35
6/18/1999,18.26,19.28
6/21/1999,17.48,18.76
6/22/1999,18.94,21.7
6/23/1999,16.71,20.12
6/24/1999,20.84,20.83
6/25/1999,18.78,18.55
6/28/1999,21.15,21.9
6/29/1999,18.8,19.94
6/30/1999,17.97,18.9
7/1/1999,18.5,18.46
7/2/1999,17.29,17.34
7/5/1999,17.29,17.34
7/6/1999,18.38,19.6
7/7/1999,16.94,18.34
7/8/1999,17.46,17.46
7/9/1999,16.94,16.81
7/12/1999,17.66,16.26
7/13/1999,17.56,16.63
7/14/1999,17.14,17.26
7/15/1999,16.49,16.4
7/16/1999,15.14,14.4
7/19/1999,16.97,15.12
7/20/1999,19.37,16.01
7/21/1999,17.81,16.33
7/22/1999,19.85,16.76
7/23/1999,19.05,15.97
7/26/1999,21.45,18.86
7/27/1999,18.09,18.11
7/28/1999,18.43,19.33
7/29/1999,20.96,17.8
7/30/1999,19.39,16.25
8/2/1999,23.55,21.86
8/3/1999,24.17,22.57
8/4/1999,24.63,21.75
8/5/1999,23.74,22.53
8/6/1999,24.07,21.54
8/9/1999,24.12,21.18
8/10/1999,26.05,21.46
8/11/1999,21.05,21.18
8/12/1999,22.39,20.63
8/13/1999,18.5,18.07
8/16/1999,20.49,19.03
8/17/1999,18.14,19.9
8/18/1999,19.95,18.53
8/19/1999,20.51,19.58
8/20/1999,19.36,18.57
8/23/1999,19.87,19.66
8/24/1999,18.95,17.58
8/25/1999,16.44,16.43
8/26/1999,18.93,16.51
8/27/1999,18.96,17.79
8/30/1999,22.15,18.75
8/31/1999,22.06,20.26
9/1/1999,21.3,19.99
9/2/1999,21.17,19.23
9/3/1999,20.26,16.76
9/6/1999,20.26,16.76
9/7/1999,21.22,17.92
9/8/1999,20.02,18.1
9/9/1999,19.06,17.79
9/10/1999,19.62,19.05
9/13/1999,20.68,20.36
9/14/1999,21.71,21.02
9/15/1999,21.11,18.86
9/16/1999,21.17,21.46
9/17/1999,20.18,20
9/20/1999,19.67,18.91
9/21/1999,23.18,21.51
9/22/1999,21.66,18.66
9/23/1999,23.82,25.55
9/24/1999,23.93,22.93
9/27/1999,25.12,22.25
9/28/1999,24.25,23.22
9/29/1999,23.72,22.8
9/30/1999,25.04,21.83
10/1/1999,22.61,21.31
10/4/1999,22.49,22.51
10/5/1999,22.53,21.46
10/6/1999,18.96,19.05
10/7/1999,20.96,18.83
10/8/1999,18.71,18.52
10/11/1999,19.85,19.13
10/12/1999,20.68,21.46
10/13/1999,21.95,20.57
10/14/1999,22.47,21.69
10/15/1999,24.82,24.2
10/18/1999,24.84,24.72
10/19/1999,25.19,23.49
10/20/1999,18.9,20.1
10/21/1999,22.11,20.68
10/22/1999,18.45,19.23
10/25/1999,19.98,20.51
10/26/1999,19.92,22.38
10/27/1999,21.58,22.25
10/28/1999,17.1,16.56
10/29/1999,20.45,16.57
11/1/1999,20.1,20.14
11/2/1999,19.64,20.37
11/3/1999,19.77,19.84
11/4/1999,19.33,20.28
11/5/1999,20.39,19.78
11/8/1999,18.73,18.61
11/9/1999,20.01,18.56
11/10/1999,19.1,17.3
11/11/1999,19.38,18.7
11/12/1999,18.17,19.79
11/15/1999,20.49,19.14
11/16/1999,19.34,21.55
11/17/1999,19.08,20.83
11/18/1999,17.02,19.8
11/19/1999,16.34,18.24
11/22/1999,17.87,18.76
11/23/1999,18.59,18.67
11/24/1999,16.46,18.64
11/25/1999,16.46,18.64
11/26/1999,16.92,17.09
11/29/1999,21.47,23.3
11/30/1999,21.43,22.1
12/1/1999,21.14,20.58
12/2/1999,20.26,20.39
12/3/1999,19.22,21.82
12/6/1999,19.03,20.05
12/7/1999,21.91,20.67
12/8/1999,20.39,19.42
12/9/1999,20.57,21.59
12/10/1999,19.26,21.77
12/13/1999,20.86,21.87
12/14/1999,22.2,23.06
12/15/1999,19.59,22.01
12/16/1999,19.53,22.75
12/17/1999,21.1,22.06
12/20/1999,20.47,22.71
12/21/1999,19.63,22.28
12/22/1999,20.16,21.4
12/23/1999,19.37,21.33
12/24/1999,19.37,21.33
12/27/1999,21.58,22.26
12/28/1999,22.56,21.62
12/29/1999,20.65,21.56
12/30/1999,21.75,20.5
12/31/1999,20.81,14.81
1/3/2000,21.55,22.15
1/4/2000,23.61,25.96
1/5/2000,23.74,21.44
1/6/2000,19.59,20.24
1/7/2000,21.14,20.25
1/10/2000,19.61,17.71
1/11/2000,20.03,20.52
1/12/2000,20.7,20.08
1/13/2000,19.18,19.33
1/14/2000,17.9,18.89
1/17/2000,17.9,18.89
1/18/2000,21.33,19.58
1/19/2000,20.74,19.95
1/20/2000,19.09,23.44
1/21/2000,17.54,23.3
1/24/2000,21.61,21.24
1/25/2000,20.22,23.23
1/26/2000,21.24,22.44
1/27/2000,21.43,22.14
1/28/2000,23.29,19.97
1/31/2000,21.02,23.13
2/1/2000,20.57,25.91
2/2/2000,20.1,25.21
2/3/2000,20.64,24.48
2/4/2000,19.21,25.86
2/7/2000,19.9,24.44
2/8/2000,18.31,24.85
2/9/2000,20.86,24.16
2/10/2000,19.47,24.32
2/11/2000,22.42,26.84
2/14/2000,22.63,28.41
2/15/2000,21.31,27.83
2/16/2000,21.28,26.31
2/17/2000,18.28,25.36
2/18/2000,23.62,27.75
2/21/2000,23.62,27.75
2/22/2000,21.02,28.09
2/23/2000,21.77,26.85
2/24/2000,21.77,28.61
2/25/2000,23.44,25.99
2/28/2000,21.72,28.33
2/29/2000,21.11,27.42
3/1/2000,20.58,28.9
3/2/2000,19.9,25.48
3/3/2000,18.3,23.67
3/6/2000,19.86,25.16
3/7/2000,21.29,27.02
3/8/2000,21.08,26.56
3/9/2000,19.53,26.33
3/10/2000,19.87,28.1
3/13/2000,20.52,28.46
3/14/2000,23.17,29.67
3/15/2000,20.4,29.94
3/16/2000,19.47,39.36
3/17/2000,20.81,28.51
3/20/2000,21.66,25.86
3/21/2000,18.8,34.2
3/22/2000,18.65,32.67
3/23/2000,19.03,32.08
3/24/2000,23.57,28.51
3/27/2000,20.86,33.18
3/28/2000,23.97,28.14
3/29/2000,23.02,29.2
3/30/2000,22.48,33.21
3/31/2000,21.44,39.05
4/3/2000,24.65,32.99
4/4/2000,25.66,36.65
4/5/2000,25.64,41.33
4/6/2000,24.2,47
4/7/2000,21.15,38.29
4/10/2000,22.1,39.86
4/11/2000,26.52,45.78
4/12/2000,24.9,43.52
4/13/2000,27.52,45.25
4/14/2000,30.01,52.5
4/17/2000,25.55,54.02
4/18/2000,22.67,48.95
4/19/2000,24.87,43.78
4/20/2000,23.18,43.79
4/21/2000,23.18,43.79
4/24/2000,23.47,46.55
4/25/2000,22.98,52.36
4/26/2000,26.54,44.72
4/27/2000,20.63,45.14
4/28/2000,22.64,37.26
5/1/2000,21.59,37.36
5/2/2000,23.15,33.32
5/3/2000,25.62,41.61
5/4/2000,28.55,41.26
5/5/2000,23.26,37.92
5/8/2000,23.46,36.96
5/9/2000,25.26,37.98
5/10/2000,25.21,45.17
5/11/2000,24.41,40.41
5/12/2000,23.74,36.17
5/15/2000,21.64,34.98
5/16/2000,21.16,39.69
5/17/2000,22.68,32.52
5/18/2000,21.96,37.25
5/19/2000,24.03,37.26
5/22/2000,23.41,41.3
5/23/2000,24.77,38.14
5/24/2000,20.78,45.88
5/25/2000,22.78,41.62
5/26/2000,21.65,42.01
5/29/2000,21.65,42.01
5/30/2000,22.4,39.21
5/31/2000,22.39,37.78
6/1/2000,20.9,33.44
6/2/2000,19.99,31.66
6/5/2000,21.46,32.16
6/6/2000,23.11,34.66
6/7/2000,20.96,34.6
6/8/2000,22.38,32.66
6/9/2000,22.41,32.45
6/12/2000,21.5,35.46
6/13/2000,20.34,39.82
6/14/2000,20.67,32.15
6/15/2000,17.89,34.33
6/16/2000,19.53,30.86
6/19/2000,18.62,32.35
6/20/2000,19.59,28.99
6/21/2000,18.31,28.93
6/22/2000,21.43,24.37
6/23/2000,20.69,24.32
6/26/2000,21.51,30.74
6/27/2000,20.75,25.57
6/28/2000,17.55,28.05
6/29/2000,16.31,27.03
6/30/2000,16.25,28.97
7/3/2000,19.7,27.76
7/4/2000,19.7,27.76
7/5/2000,20.12,27.54
7/6/2000,20.48,29.47
7/7/2000,18.31,28.03
7/10/2000,19.16,28.53
7/11/2000,17.92,27.96
7/12/2000,17.53,27.92
7/13/2000,18.01,24.26
7/14/2000,17.57,26.58
7/17/2000,17.9,24.42
7/18/2000,20.14,24.67
7/19/2000,19.57,27.45
7/20/2000,19.19,29.65
7/21/2000,16.52,25
7/24/2000,18.93,25.53
7/25/2000,16.97,29.64
7/26/2000,19.77,28.43
7/27/2000,18.94,24.8
7/28/2000,19.3,24.87
7/31/2000,19.23,31.63
8/1/2000,18.52,27.09
8/2/2000,20.65,28.89
8/3/2000,17.92,31.05
8/4/2000,17.2,30.21
8/7/2000,17.43,29.3
8/8/2000,17.33,26.56
8/9/2000,18.27,27.36
8/10/2000,19.8,26.72
8/11/2000,16.83,29.61
8/14/2000,16.52,28.76
8/15/2000,17.68,26.71
8/16/2000,17.77,24.15
8/17/2000,16.12,25.2
8/18/2000,16.06,23.86
8/21/2000,15.89,22.93
8/22/2000,16.64,23.85
8/23/2000,15.54,20.79
8/24/2000,15.43,21.73
8/25/2000,15.71,20.67
8/28/2000,16.59,21.62
8/29/2000,18.02,22.82
8/30/2000,16.49,22.26
8/31/2000,16.07,20.17
9/1/2000,16.16,20.73
9/4/2000,16.16,20.73
9/5/2000,18.93,22.76
9/6/2000,18.69,22.92
9/7/2000,18.23,24.57
9/8/2000,17.16,22.11
9/11/2000,17.65,24.09
9/12/2000,17.91,24.92
9/13/2000,17.46,24.99
9/14/2000,16.95,26.51
9/15/2000,16.28,23.5
9/18/2000,20.22,26.84
9/19/2000,16.95,29.58
9/20/2000,17.88,28.43
9/21/2000,19.22,24.52
9/22/2000,19.36,27.17
9/25/2000,21.58,25.58
9/26/2000,19.64,26.11
9/27/2000,20.38,27.39
9/28/2000,17.77,26.15
9/29/2000,18.06,22.47
10/2/2000,21.15,27.7
10/3/2000,20.05,27.75
10/4/2000,20.52,28.14
10/5/2000,20.84,30.51
10/6/2000,21.4,28.78
10/9/2000,22.18,31.01
10/10/2000,20.29,28.37
10/11/2000,22.85,28.44
10/12/2000,27.84,27.73
10/13/2000,23.42,30.96
10/16/2000,24.87,32.06
10/17/2000,25.25,31.51
10/18/2000,25.88,32.45
10/19/2000,21.51,31.81
10/20/2000,21.87,31.32
10/23/2000,24.78,29.67
10/24/2000,19.51,25.06
10/25/2000,23.5,28.17
10/26/2000,24.24,33.87
10/27/2000,28.07,35.77
10/30/2000,23.47,35.16
10/31/2000,20.73,30.83
11/1/2000,21.8,33.06
11/2/2000,20.67,33.05
11/3/2000,20.89,32.15
11/6/2000,22.92,32.86
11/7/2000,22.45,30.99
11/8/2000,21.21,35.26
11/9/2000,22.86,31.31
11/10/2000,24.74,37.56
11/13/2000,26.14,39.24
11/14/2000,24.68,35.22
11/15/2000,23.25,31.66
11/16/2000,23.24,34.71
11/17/2000,21.69,32.43
11/20/2000,30.05,37.2
11/21/2000,24.73,34.49
11/22/2000,23.91,29.53
11/23/2000,23.91,29.53
11/24/2000,30.51,33.91
11/27/2000,25.79,32.12
11/28/2000,25.36,29.41
11/29/2000,22.13,27.96
11/30/2000,26.81,34.7
12/1/2000,25.64,33.76
12/4/2000,26.19,39.89
12/5/2000,21.57,34.29
12/6/2000,22.96,34.56
12/7/2000,20.68,32.36
12/8/2000,23.54,26
12/11/2000,23.07,31.75
12/12/2000,24.5,31.48
12/13/2000,21.61,34.05
12/14/2000,21.74,30.98
12/15/2000,23.68,31.35
12/18/2000,26.88,33.06
12/19/2000,23.58,35
12/20/2000,28.09,44.72
12/21/2000,26.72,40.78
12/22/2000,27.3,36.61
12/25/2000,27.3,36.61
12/26/2000,27.83,34.27
12/27/2000,27.93,34.32
12/28/2000,25.87,32.67
12/29/2000,23.15,34.35
1/1/2001,23.15,34.35
1/2/2001,28.55,39.85
1/3/2001,23.1,32.43
1/4/2001,24.69,32.99
1/5/2001,24.56,34.28
1/8/2001,26.87,38.64
1/9/2001,25.22,36.86
1/10/2001,24.51,36.56
1/11/2001,22.65,33.31
1/12/2001,22.66,33.01
1/15/2001,22.66,33.01
1/16/2001,22.31,31
1/17/2001,23.61,32.63
1/18/2001,21.01,28.75
1/19/2001,20.01,27.48
1/22/2001,22.86,28.88
1/23/2001,18.7,26.3
1/24/2001,18.52,25.79
1/25/2001,19.73,26.12
1/26/2001,19.45,27.46
1/29/2001,20.7,27.85
1/30/2001,20.76,27.87
1/31/2001,20.35,27.61
2/1/2001,20.2,27.5
2/2/2001,19.73,24.98
2/5/2001,20.24,26.92
2/6/2001,19.63,27.01
2/7/2001,20.46,23.81
2/8/2001,18.35,23.31
2/9/2001,20.78,25.53
2/12/2001,19.28,26.06
2/13/2001,20.69,27.06
2/14/2001,19.16,26.24
2/15/2001,18.68,23.83
2/16/2001,18.6,25.07
2/19/2001,18.6,26.82
2/20/2001,22.95,26.89
2/21/2001,22.87,25.56
2/22/2001,23.75,27.69
2/23/2001,22.86,29.18
2/26/2001,22.8,28.06
2/27/2001,24.03,27.79
2/28/2001,23.87,28.23
3/1/2001,23.83,31.93
3/2/2001,24.16,28.22
3/5/2001,23.47,28.64
3/6/2001,23.28,28.93
3/7/2001,22.38,28.55
3/8/2001,21.28,27.83
3/9/2001,22.66,26.96
3/12/2001,27.64,30.25
3/13/2001,24.3,31.37
3/14/2001,26.61,30.62
3/15/2001,25.29,28.95
3/16/2001,26.99,31.88
3/19/2001,26.67,31.82
3/20/2001,27.28,33.55
3/21/2001,28.82,31.9
3/22/2001,27.8,30.77
3/23/2001,29.25,28.66
3/26/2001,28.7,28.52
3/27/2001,23.94,25.57
3/28/2001,25.02,28.17
3/29/2001,28.29,31.85
3/30/2001,25.94,27.24
4/2/2001,26.18,30.9
4/3/2001,28.85,29.52
4/4/2001,30.27,30.08
4/5/2001,25.8,28.8
4/6/2001,29.72,32.2
4/9/2001,29.56,31.52
4/10/2001,25.34,28.4
4/11/2001,25.38,27.56
4/12/2001,25.02,24.85
4/13/2001,25.02,24.85
4/16/2001,22.25,22.59
4/17/2001,22.05,22.93
4/18/2001,22.13,22.72
4/19/2001,21.64,22.66
4/20/2001,23.67,24.06
4/23/2001,24.27,27.99
4/24/2001,26.97,30.49
4/25/2001,23.37,26.01
4/26/2001,24.01,26.59
4/27/2001,21.12,23.78
4/30/2001,22.36,23.53
5/1/2001,21.68,23.92
5/2/2001,21.27,22.72
5/3/2001,22.3,24.06
5/4/2001,22.1,24.81
5/7/2001,20.83,26.07
5/8/2001,21.19,22.96
5/9/2001,20.61,21.35
5/10/2001,22.2,22.56
5/11/2001,21.55,21.29
5/14/2001,20.87,21.45
5/15/2001,22.93,22.9
5/16/2001,19.61,20.72
5/17/2001,19.58,17.18
5/18/2001,18.49,17.38
5/21/2001,18.09,15.46
5/22/2001,18.56,17.14
5/23/2001,19.05,18.06
5/24/2001,16.8,17.43
5/25/2001,17.62,16.74
5/28/2001,17.62,16.74
5/29/2001,19.89,18.82
5/30/2001,21.21,20.37
5/31/2001,21.04,21.31
6/1/2001,20.51,18.76
6/4/2001,19.35,19.11
6/5/2001,18,18.83
6/6/2001,19.06,17.77
6/7/2001,17.64,18.56
6/8/2001,17.85,18.39
6/11/2001,19.21,17.49
6/12/2001,18.55,18.58
6/13/2001,19.7,18.33
6/14/2001,18.92,19.37
6/15/2001,20.69,20.96
6/18/2001,21.42,19.84
6/19/2001,20.47,22.52
6/20/2001,18.72,18.72
6/21/2001,16.32,17.32
6/22/2001,18,18.11
6/25/2001,17.52,18.82
6/26/2001,17.82,18.05
6/27/2001,18.99,18.72
6/28/2001,15.2,17.46
6/29/2001,18.79,13.93
7/2/2001,18.08,18.56
7/3/2001,18.18,16.83
7/4/2001,18.18,16.83
7/5/2001,17.09,24.12
7/6/2001,18.58,17.37
7/9/2001,18.15,17.73
7/10/2001,20.42,17.02
7/11/2001,20.48,19.28
7/12/2001,19.64,9.63
7/13/2001,19.34,18.02
7/16/2001,20.88,19.41
7/17/2001,19.68,18.86
7/18/2001,20.45,19.66
7/19/2001,20.33,16.81
7/20/2001,19.86,18.46
7/23/2001,20.23,30.19
7/24/2001,23.83,24.54
7/25/2001,20.02,23.19
7/26/2001,20,19.65
7/27/2001,19.58,21.74
7/30/2001,21.31,19.8
7/31/2001,19.45,19.69
8/1/2001,19.54,19.55
8/2/2001,18.92,17.8
8/3/2001,19.18,19.76
8/6/2001,18.39,18.82
8/7/2001,18.66,18.03
8/8/2001,18.74,18.75
8/9/2001,19.33,20.02
8/10/2001,18.3,18.64
8/13/2001,18.2,18.33
8/14/2001,19.64,17.12
8/15/2001,18.87,17
8/16/2001,19.45,18.38
8/17/2001,22.38,18.15
8/20/2001,21.26,18.13
8/21/2001,19.69,19.11
8/22/2001,20.41,18.91
8/23/2001,19.41,18.71
