Dates,MXEU Index_Last,MXEU Index_Open,MXEU Index_High,MXEU Index_Low,MXEU Index_Volume
2014-06-03,117.25,117.76,117.76,117.06,1688240896
2014-06-04,117.25,117.25,117.31,116.8,1848032000
2014-06-05,117.69,117.31,118.61,116.99,2651928832
2014-06-06,118.42,117.66,118.48,117.66,2667800576
2014-06-09,118.86,118.43,118.92,118.43,1628214528
2014-06-10,119.26,118.89,119.26,118.66,2185840384
2014-06-11,118.63,119.28,119.28,118.43,2197312000
2014-06-12,118.67,118.66,119.02,118.48,1780497280
2014-06-13,118.49,118.91,118.91,117.75,1932371968
2014-06-16,117.99,118.51,118.51,117.88,1856552832
2014-06-17,118.34,117.98,118.51,117.82,1917559936
2014-06-18,118.22,118.34,118.7,118.2,1784071936
2014-06-19,118.9,118.27,119.22,118.27,2134439936
2014-06-20,118.89,118.91,119.23,118.75,3292479232
2014-06-23,118.31,118.83,118.91,118.04,1727281280
2014-06-24,118.1,118.28,118.65,117.86,2150803968
2014-06-25,116.83,118.02,118.02,116.5,2452004608
2014-06-26,116.75,116.84,117.14,116.26,2335057408
2014-06-27,116.79,116.69,117.08,116.55,1649013888
2014-06-30,116.74,116.78,117.24,116.39,2147358592
2014-07-01,117.77,116.79,117.81,116.79,2215194368
2014-07-02,118.02,117.8,118.27,117.8,2767722496
2014-07-03,119.11,117.96,119.14,117.93,2881849856
2014-07-04,118.79,119.17,119.17,118.77,2210975744
2014-07-07,117.74,118.82,118.82,117.68,1887212800
2014-07-08,116.14,117.76,117.92,116.14,2710815744
2014-07-09,116.16,116.22,116.37,115.7,2474592256
2014-07-10,114.95,116.14,116.14,114.35,3579244544
2014-07-11,115.14,115.06,115.49,114.7,2589691648
2014-07-14,116.11,115.23,116.28,115.23,2104749952
2014-07-15,115.71,116.07,116.33,115.65,2641815296
2014-07-16,117.26,115.82,117.31,115.82,2670304768
2014-07-17,116.14,117.11,117.11,116.07,2467435520
2014-07-18,116.13,116.03,116.16,115.34,2200692736
2014-07-21,115.54,116.11,116.15,115.33,1707596416
2014-07-22,117.06,115.73,117.1,115.73,1916739328
2014-07-23,117.19,117.02,117.55,116.74,2148704768
2014-07-24,117.67,117.23,117.82,116.78,2556759296
2014-07-25,116.86,117.6,117.82,116.65,2386976000
2014-07-28,116.65,116.97,117.15,116.1,1946159232
2014-07-29,116.97,116.67,117.38,116.47,2119205760
2014-07-30,116.34,116.95,117.26,116.13,2442957056
2014-07-31,114.88,116.41,116.59,114.67,3497488640
2014-08-01,113.48,114.85,114.86,113.16,3042570496
2014-08-04,113.23,113.67,113.86,113.06,2216428288
2014-08-05,113.59,113.45,114.12,113.32,2463757568
2014-08-06,112.64,113.38,113.38,111.79,3372760064
2014-08-07,111.86,112.61,112.88,111.77,3088787712
2014-08-08,111.17,111.39,111.6,110.34,2868954112
2014-08-11,112.64,111.42,112.81,111.42,1964073088
2014-08-12,112.4,112.61,112.9,112.19,1830702976
2014-08-13,112.82,112.57,113.05,112.44,2010294144
2014-08-14,113.14,112.73,113.34,112.42,2237771008
2014-08-15,112.68,113.25,114.13,112.58,1689573376
2014-08-18,114.02,113.24,114.12,113.24,1600638336
2014-08-19,114.66,114.2,114.71,114.2,1552038784
2014-08-20,114.61,114.68,114.76,114.2,1559012736
2014-08-21,115.33,114.57,115.37,114.43,1796144640
2014-08-22,115.05,115.32,115.44,114.53,1899904896
2014-08-25,116.32,115.5,116.32,115.5,976003840
2014-08-26,117.16,116.27,117.22,116.12,1969242240
2014-08-27,117.28,117.2,117.5,117.02,2174467072
2014-08-28,116.54,117.21,117.21,116.3,2331874048
2014-08-29,116.89,116.71,117.13,116.03,2357335296
2014-09-01,117.15,117.07,117.33,116.68,1433113216
2014-09-02,117.13,117.17,117.64,116.89,2180918784
2014-09-03,117.88,117,118.4,116.99,2362387712
2014-09-04,119.22,117.71,119.4,117.59,3412328960
2014-09-05,118.75,119.08,119.12,118.37,2327350784
2014-09-08,118.28,118.51,118.52,117.63,2120086400
2014-09-09,117.84,118.28,118.48,117.76,2450915840
2014-09-10,117.82,117.7,117.89,117.13,2069570944
2014-09-11,117.67,118.02,118.32,117.13,1960107392
2014-09-12,117.63,117.74,117.98,117.44,1697268608
2014-09-15,117.54,117.59,117.82,117.11,2105895296
2014-09-16,117.22,117.49,117.49,116.72,2114143872
2014-09-17,117.72,117.36,117.95,117.35,2221137664
2014-09-18,118.88,117.93,119,117.88,2479904512
2014-09-19,119.11,119.1,119.92,119.09,5337972224
2014-09-22,118.48,119.12,119.15,118.37,2103297920
2014-09-23,116.85,118.49,118.52,116.62,2455266048
2014-09-24,117.7,117,117.74,116.46,2423260160
2014-09-25,116.67,117.7,118.25,116.38,2952779008
2014-09-26,116.98,116.67,117.24,116.13,2074307584
2014-09-29,116.53,116.98,117.14,115.88,1858720768
2014-09-30,117.21,116.62,117.45,116.59,2811641344
2014-10-01,116.23,117.23,117.41,115.99,2708088832
2014-10-02,113.42,116.11,116.12,113.41,3167849728
2014-10-03,114.47,113.47,114.68,113.44,2069381248
2014-10-06,114.74,114.47,115.37,114.43,2113560960
2014-10-07,113.04,114.67,114.67,112.97,2842286848
2014-10-08,112.11,112.84,112.84,111.79,3236401152
2014-10-09,111.66,112.17,113.33,111.45,3477992192
2014-10-10,109.9,111.32,111.32,109.52,3178460416
2014-10-13,109.92,109.61,110.52,108.98,2522196736
2014-10-14,109.89,109.66,110.12,108.35,3018476032
2014-10-15,106.4,109.95,109.96,106.26,3999240192
2014-10-16,105.92,106.33,107.5,103.3,5969889280
2014-10-17,108.86,105.98,108.95,105.87,4052341248
2014-10-20,108.26,108.91,109.06,107.62,3067171584
2014-10-21,110.53,108.14,110.55,107.57,3696764672
2014-10-22,111.31,110.58,111.38,109.99,3031945728
2014-10-23,112.07,111.25,112.23,110.13,2869925632
2014-10-24,111.7,112.05,112.06,111.29,2905903616
2014-10-27,111.01,112.07,112.67,110.46,3504549376
2014-10-28,112.05,110.97,112.19,110.96,2738868736
2014-10-29,112.28,112.04,112.8,112.03,2796430080
2014-10-30,112.93,112.4,113.12,111.05,3367051008
2014-10-31,114.98,113,115.05,112.99,3915791104
2014-11-03,114.05,115.06,115.24,113.89,2747105536
2014-11-04,112.85,113.92,114.54,112.7,2977203200
2014-11-05,114.74,112.9,114.77,112.89,2801735424
2014-11-06,115.01,114.51,115.92,114.07,3309014016
2014-11-07,114.45,115,115.44,113.89,2917944832
2014-11-10,115.27,114.39,115.32,114.19,2303314432
2014-11-11,115.69,115.29,115.86,115.26,2836499200
2014-11-12,114.37,115.62,115.62,114.2,2816217088
2014-11-13,114.61,114.3,115.08,113.86,2740799744
2014-11-14,114.53,114.72,114.86,113.91,2291501824
2014-11-17,115.08,114.43,115.24,113.66,2206355200
2014-11-18,115.78,115.02,115.92,115.02,3225997568
2014-11-19,115.75,115.69,116.19,115.41,2458309632
2014-11-20,115.46,115.74,115.74,114.72,2630575360
2014-11-21,117.86,115.53,117.95,115.53,3839619584
2014-11-24,118,117.88,118.48,117.76,2652559616
2014-11-25,118.18,117.95,118.73,117.8,3282445568
2014-11-26,118.19,118.22,118.74,118.1,2208576256
2014-11-27,118.53,118.27,118.74,118.19,1847878784
2014-11-28,118.44,118.57,118.58,117.83,2503345408
2014-12-01,117.88,118.41,118.41,117.32,2439188736
2014-12-02,118.51,117.9,119.09,117.89,2470015232
2014-12-03,119.14,118.59,119.4,118.57,2541013248
2014-12-04,117.57,119.15,119.7,117.47,3097014016
2014-12-05,119.63,117.63,119.65,117.62,2813864192
2014-12-08,118.78,119.59,119.63,118.75,1879142272
2014-12-09,116.05,118.68,118.68,116.02,3168485376
2014-12-10,115.6,116.15,117.07,115.44,2566268416
2014-12-11,115.63,115.49,115.99,114.72,2698435840
2014-12-12,112.59,115.32,115.32,112.56,2650858496
2014-12-15,110.07,112.6,113.49,109.99,3221797632
2014-12-16,112.04,110.19,112.1,108.59,4542316032
2014-12-17,112.22,112.11,112.55,110.88,3448191744
2014-12-18,115.52,112.34,115.58,112.25,3430113024
2014-12-19,115.97,115.54,116.45,114.87,4462656512
2014-12-22,116.56,116.17,117.11,116.17,1954908416
2014-12-23,117.28,116.54,117.28,116.54,1796053376
2014-12-24,117.24,117.23,117.38,117.11,393239424
2014-12-25,117.24,117.24,117.24,117.24,393239424
2014-12-26,117.31,117.31,117.31,117.31,393239424
2014-12-29,117.39,117.43,117.66,116.27,1749802112
2014-12-30,116.22,117.23,117.23,116.17,1601195392
2014-12-31,116.72,116.3,116.79,116.3,418256256
2015-01-01,116.72,116.72,116.72,116.72,418256256
2015-01-02,116.29,117.06,117.48,115.91,1671817984
2015-01-05,113.69,116.09,116.79,113.6,2902791936
2015-01-06,112.92,113.78,114.39,112.6,2597555456
2015-01-07,113.48,113.12,114.27,112.93,2506835968
2015-01-08,116.65,114.03,116.86,114.03,3059567872
2015-01-09,115.07,116.58,116.76,114.49,3349639168
2015-01-12,115.73,115.25,116.31,114.59,3658075136
2015-01-13,117.37,115.45,117.65,115.15,2713715200
2015-01-14,115.59,117.29,117.37,115.08,3239756800
2015-01-15,118.69,115.61,120.13,113.2,3999218688
2015-01-16,120.08,119.15,120.15,117.6,3127349248
2015-01-19,120.31,119.45,120.95,119.44,2410244608
2015-01-20,121.27,120.47,121.78,120.47,2904094464
2015-01-21,122.06,121.31,122.15,120.38,3151704832
2015-01-22,124.1,122.31,124.25,121.86,4060287488
2015-01-23,126.3,124.2,126.93,124.08,3943322368
2015-01-26,127,126.45,127,125.63,2619545344
2015-01-27,125.75,127.05,127.11,125.17,2729881856
2015-01-28,125.86,125.79,126.67,125.04,3485292032
2015-01-29,125.7,125.95,126.06,124.86,3421440000
2015-01-30,125.07,125.73,126.18,124.81,3299249408
2015-02-02,125.22,124.84,125.43,124.18,3011358208
2015-02-03,126.25,125.47,126.93,125.47,3691859968
2015-02-04,126.85,126.33,126.98,125.83,2974418688
2015-02-05,126.99,126.81,127.06,126.11,2763629824
2015-02-06,127.27,126.96,127.48,126.45,2578620416
2015-02-09,126.38,126.81,126.81,125.47,2546862336
2015-02-10,127.11,126.5,127.43,125.89,2756980736
2015-02-11,126.79,127.11,127.29,126.47,2581924352
2015-02-12,127.66,126.62,127.93,126.57,3326654720
2015-02-13,128.45,127.71,128.73,127.71,3345506560
2015-02-16,128.28,128.44,128.47,128.04,1982518784
2015-02-17,128.47,128.22,128.54,127.3,2772402176
2015-02-18,129.57,128.79,129.63,128.79,3093136128
2015-02-19,129.88,129.18,130.03,128.51,2822732032
2015-02-20,130.17,129.84,130.3,129.63,3172171008
2015-02-23,131.1,130.63,131.17,130.46,2903120384
2015-02-24,131.83,131.29,131.94,130.86,2852739840
2015-02-25,131.67,131.75,131.82,131.29,2456381440
2015-02-26,133,131.86,133.11,131.75,2679429888
2015-02-27,133.54,133.17,133.57,132.63,3192417536
2015-03-02,133.22,133.43,133.87,132.66,2743653120
2015-03-03,131.99,133.28,133.64,131.88,3403021568
2015-03-04,133.01,132.07,133.01,131.73,2826362624
2015-03-05,134.03,133.09,134.22,133.09,2664907520
2015-03-06,134.14,133.98,134.93,133.94,2630313984
2015-03-09,133.82,134.18,134.2,132.96,2422955008
2015-03-10,132.54,133.88,134.1,132.47,2869010176
2015-03-11,134.54,132.73,134.67,132.73,2906416640
2015-03-12,134.48,134.52,135.07,134.38,3091747328
2015-03-13,134.87,134.47,135.03,134,2700273920
2015-03-16,136.13,134.9,136.32,134.9,2644727296
2015-03-17,135.21,136.09,136.42,134.67,2645857280
2015-03-18,135.69,135.19,135.83,134.69,2845762048
2015-03-19,136.43,135.86,136.85,135.63,2909618432
2015-03-20,137.56,136.25,137.73,136.25,4763400192
2015-03-23,136.64,137.43,137.45,136.24,2707765760
2015-03-24,137.01,136.65,137.37,135.94,3129688064
2015-03-25,135.48,136.85,136.91,135.32,2673711872
2015-03-26,134.36,134.97,134.97,133.08,3110829312
2015-03-27,134.7,134.84,135.44,134.35,2352648960
2015-03-30,136.18,134.73,136.31,134.73,2173807104
2015-03-31,135.26,136.35,136.79,134.84,2782146304
2015-04-01,135.7,134.99,136.52,134.55,2721005056
2015-04-02,135.42,135.58,135.8,135.26,1785390848
2015-04-03,135.42,135.42,135.42,135.42,81000
2015-04-06,135.15,135.15,135.15,135.15,5808
2015-04-07,137.69,135.83,137.9,135.83,2734548992
2015-04-08,137.65,137.62,138.11,137.47,2553240576
2015-04-09,139.15,137.73,139.21,137.73,2200291840
2015-04-10,140.44,139.37,140.6,139.37,2353052160
2015-04-13,140.67,140.42,140.88,140.04,1947744768
2015-04-14,140.06,140.94,141.06,139.62,2876224768
2015-04-15,140.92,140.31,141.31,140.22,2746589696
2015-04-16,139.89,140.97,141,139.74,2661058304
2015-04-17,137.42,139.64,139.9,137.2,3502297344
2015-04-20,138.51,137.52,138.59,137.52,2326640896
2015-04-21,139.22,138.93,140.25,138.8,2766991872
2015-04-22,139.18,139.36,139.99,138.16,2661457664
2015-04-23,138.56,139.27,139.74,137.86,2654016256
2015-04-24,138.94,138.55,139.51,138.45,2752281088
2015-04-27,140.32,138.97,140.41,137.95,2651253248
2015-04-28,138.21,140.23,140.23,137.36,2762090240
2015-04-29,135.16,138.46,138.89,135.1,2966604288
2015-04-30,134.63,135.16,135.4,133.9,3233999360
2015-05-01,134.25,134.48,134.6,134.06,876592448
2015-05-04,134.97,134.24,135.37,133.97,1656318592
2015-05-05,133.05,135.07,136.49,133.02,3572830720
2015-05-06,132.27,132.88,133.53,131.75,3042031872
2015-05-07,132.25,131.87,132.51,129.89,3144236544
2015-05-08,135.99,133.75,136.03,133.75,3454148096
2015-05-11,136.4,135.98,136.62,135.77,2454450176
2015-05-12,134.62,135.97,135.97,133.59,3058704896
2015-05-13,134.33,134.81,135.98,133.96,2862592256
2015-05-14,135.17,133.97,135.37,133.14,2017448064
2015-05-15,134.56,135.29,136.13,134.14,2507921152
2015-05-18,135.14,134.47,135.43,133.65,2054316800
2015-05-19,137.36,135.72,137.4,135.72,2548829184
2015-05-20,137.95,137.58,138.13,136.95,2287661312
2015-05-21,138.47,137.77,138.55,137.37,1907322368
2015-05-22,138.41,138.46,138.8,137.91,1779421824
2015-05-25,138.02,138.53,138.53,138.01,599714112
2015-05-26,136.94,138.39,138.79,136.64,2433574144
2015-05-27,138.76,137.16,138.96,137.09,2391530496
2015-05-28,138.06,138.37,138.52,137.43,1967533056
2015-05-29,135.68,137.99,138.16,135.5,3145655296
2015-06-01,135.85,135.88,136.87,135.44,2103817728
2015-06-02,134.45,135.77,135.94,134.12,2539560704
2015-06-03,134.28,134.34,135.66,134.2,2555456512
2015-06-04,133.15,134.23,134.23,131.75,2523429376
2015-06-05,131.95,132.99,132.99,131.27,2523658240
2015-06-08,130.73,131.99,132.19,130.65,2050455936
2015-06-09,130.19,130.55,130.71,128.97,2316502016
2015-06-10,132.56,130.09,132.77,129.52,2526913792
2015-06-11,133.28,132.27,134.15,132.03,2579454208
2015-06-12,132.04,133.32,133.61,131.32,2257160704
2015-06-15,129.91,131.63,131.63,129.83,2472749312
2015-06-16,130.74,130.07,131.03,128.58,2810378240
2015-06-17,130.15,130.73,131.17,129.75,2427559168
2015-06-18,130.34,129.86,130.34,128.25,2912075520
2015-06-19,130.79,130.57,131.92,130.55,3929154304
2015-06-22,133.77,131.45,133.94,131.45,3439523072
2015-06-23,135.29,134.6,136,134.6,2735163904
2015-06-24,134.81,135.45,135.75,134.35,2862885120
2015-06-25,134.42,134.38,135.5,133.73,2645560832
2015-06-26,134.58,134.17,135.05,133.3,2245182464
2015-06-29,130.94,133.58,133.58,130.25,3685740800
2015-06-30,129.19,130.55,130.87,129.05,3502894080
2015-07-01,131.11,129.59,132.08,129.59,3086882048
2015-07-02,130.6,131.26,131.54,130.59,2448482048
2015-07-03,129.9,130.67,130.71,129.45,1656654592
2015-07-06,128.29,129.1,129.2,127.82,3006166016
2015-07-07,126.25,128.58,128.77,126.17,3088083968
2015-07-08,126.41,126.12,127.1,125.81,2935228928
2015-07-09,129.18,126.77,129.49,126.74,2881264128
2015-07-10,131.82,130.21,131.98,130.21,3065689344
2015-07-13,134.37,132.62,134.41,132.62,2881057280
2015-07-14,135.05,134.29,135.05,133.82,2187987200
2015-07-15,135.58,135.23,135.7,134.81,2073847296
2015-07-16,137.42,136.06,137.87,136.06,2653715712
2015-07-17,137.46,137.83,137.87,137.22,2136296448
2015-07-20,137.84,137.54,138.52,137.54,1872313088
2015-07-21,136.45,138.09,138.23,136.17,2279004928
2015-07-22,135.59,135.97,136.11,135.34,2346266624
2015-07-23,134.86,135.99,136.38,134.59,2357038848
2015-07-24,133.65,134.77,135.58,133.52,2209065728
2015-07-27,130.72,133.15,133.15,130.56,2531567872
2015-07-28,132.41,131.26,132.48,131.07,2534650368
2015-07-29,133.44,132.47,133.51,132.15,2599356672
2015-07-30,134.27,134.08,134.46,133.45,2764291072
2015-07-31,134.27,134.32,134.58,133.36,2654979840
2015-08-03,135.32,134.62,135.49,134.39,2182036992
2015-08-04,135.06,135.21,135.33,134.47,3181910784
2015-08-05,136.87,135.59,136.92,135.59,2527471104
2015-08-06,135.79,136.51,136.62,135.73,2742614784
2015-08-07,134.61,135.69,135.69,134.42,2425953024
2015-08-10,135.52,134.94,135.56,133.68,2013386752
2015-08-11,133.34,135.51,135.51,133.2,2060466688
2015-08-12,129.75,132.59,132.59,129.32,2993510400
2015-08-13,130.92,130.73,132.14,130.71,2327530496
2015-08-14,130.7,130.86,131.65,130.15,1866236032
2015-08-17,131.04,130.89,132.13,129.92,1593936000
2015-08-18,131.27,130.91,131.67,130.47,1611349632
2015-08-19,128.91,130.8,130.8,128.89,2073000448
2015-08-20,126.32,128.37,128.49,126.24,2379856128
2015-08-21,122.19,125.24,125.77,122.11,2781967360
2015-08-24,115.63,121.78,121.8,112.23,5504702976
2015-08-25,120.44,116.64,121.06,116.64,4253370112
2015-08-26,118.26,119.41,120.66,117.1,3236625920
2015-08-27,122.42,118.38,122.84,118.36,3013451776
2015-08-28,122.8,122.3,123.1,121.24,2231599360
2015-08-31,122.62,122.89,122.94,121.96,1245532800
2015-09-01,119.21,122.41,122.45,118.45,2804120576
2015-09-02,119.5,119.03,120.61,118.46,2279684096
2015-09-03,122.33,119.49,122.93,119.49,2674607104
2015-09-04,119.19,122.26,122.27,118.91,2922503424
2015-09-07,119.77,119.15,120.63,119.14,1560240768
2015-09-08,121.18,120.25,122.48,120.25,2174981120
2015-09-09,122.82,121.34,124.38,121.33,2637035520
2015-09-10,121.27,121.96,122.68,120.81,2749752576
2015-09-11,120.04,121.06,121.35,119.85,2329068800
2015-09-14,119.32,120.04,121.13,119.05,2188768512
2015-09-15,120.3,119.47,120.7,118.67,2549150464
2015-09-16,122.19,120.24,122.28,120.24,2644524800
2015-09-17,121.94,122.14,122.44,121.7,2518734336
2015-09-18,119.67,121.79,121.83,118.95,4641165824
2015-09-21,120.68,119.74,121.28,119.41,2251348992
2015-09-22,116.86,120.85,120.86,116.85,3073058048
2015-09-23,116.96,116.82,118.25,116.25,2575180800
2015-09-24,114.44,116.83,117.33,113.95,3100973312
2015-09-25,117.72,115.68,118.27,115.68,2574598912
2015-09-28,115.04,117.55,117.71,114.96,2702541312
2015-09-29,114.32,114.04,115.28,112.98,3336763904
2015-09-30,117.25,114.93,117.37,114.93,3130162688
2015-10-01,116.73,117.3,119.06,116.38,3128596480
2015-10-02,117.3,117.12,118.79,115.7,3344751104
2015-10-05,120.93,118.27,121.07,118.27,3017828608
2015-10-06,121.7,120.99,122.26,120.09,3063105024
2015-10-07,122.01,121.88,123.36,121.7,3386423808
2015-10-08,122.25,121.93,122.43,121.3,3311759104
2015-10-09,122.74,122.96,123.57,122.57,2838541568
2015-10-12,122.4,122.83,123.16,122.05,2086382592
2015-10-13,121.26,122.34,122.34,120.36,2763442176
2015-10-14,120.34,121.31,121.38,119.9,2367289344
2015-10-15,122.08,120.67,122.27,120.67,2278674176
2015-10-16,122.82,122.33,123.32,122.33,2523230976
2015-10-19,123.14,122.81,123.81,122.67,1768926080
2015-10-20,122.56,123.04,123.34,121.99,2631607808
2015-10-21,122.54,122.48,123.06,121.64,2293553152
2015-10-22,125.09,122.38,125.28,122.1,2871817472
2015-10-23,127.54,125.73,128.01,125.73,3054092800
2015-10-26,127.05,127.42,127.76,126.75,2025593344
2015-10-27,125.68,126.87,126.87,125.68,2231421952
2015-10-28,127.04,125.69,127.19,125.57,2483329280
2015-10-29,126.96,127.48,127.51,126.24,3143717888
2015-10-30,126.85,127.07,127.4,126.05,2837480192
2015-11-02,127.27,126.45,127.59,125.99,2223838464
2015-11-03,127.86,127.33,127.91,126.9,2617265152
2015-11-04,128.54,128,129.33,127.98,3028882432
2015-11-05,127.97,128.66,128.95,127.73,2563884800
2015-11-06,128.3,127.68,129.01,126.97,3272838912
2015-11-09,126.9,128.28,128.49,126.8,2511332352
2015-11-10,127,127.05,127.43,126.03,2815914496
2015-11-11,127.8,126.98,128.44,126.98,2258945280
2015-11-12,125.69,127.62,128.15,125.45,2550414336
2015-11-13,124.64,125.48,125.58,123.87,2384130560
2015-11-16,125,124.66,125.29,123.66,2055665664
2015-11-17,128.15,125.17,128.23,125.14,2572099328
2015-11-18,128.01,127.95,128.12,127.2,2384496640
2015-11-19,128.57,128.46,129.54,128.35,2532300544
2015-11-20,128.85,128.89,129.36,128.22,2700014080
2015-11-23,128.36,128.71,128.72,127.68,2189174784
2015-11-24,126.83,128.1,128.1,125.77,2729075712
2015-11-25,128.57,126.71,128.94,126.69,2597141248
2015-11-26,129.78,128.6,129.85,128.53,1761113600
2015-11-27,129.5,129.49,129.95,128.82,1775156352
2015-11-30,130.03,129.44,130.36,128.79,2863101952
2015-12-01,129.59,130.34,130.67,129.13,2354044928
2015-12-02,129.56,129.7,130.4,129.43,2124320768
2015-12-03,125.41,129.4,130.67,125.21,3306398464
2015-12-04,124.86,125.38,125.38,123.84,2460065792
2015-12-07,125.44,125.24,126.83,125.24,1837604096
2015-12-08,123.18,125.32,125.32,122.68,2513168384
2015-12-09,122.67,123.22,123.74,122.04,2608125952
2015-12-10,122.32,122.57,122.92,121.56,2480912128
2015-12-11,119.73,122.08,122.08,119.4,2474130688
2015-12-14,117.56,119.84,120.95,117.53,3247627264
2015-12-15,120.97,117.89,121.2,117.89,3027158784
2015-12-16,121.28,121.01,122.16,120.64,2587156224
2015-12-17,122.79,122.29,124.07,122.29,2870701568
2015-12-18,121.54,122.38,122.72,121.19,4160862464
2015-12-21,120.16,121.23,122.54,120.11,2070277504
2015-12-22,120.11,120.44,121.1,119.58,1679933312
2015-12-23,123.39,120.93,123.56,120.93,1938315136
2015-12-24,123.36,123.25,123.47,123.08,265679456
2015-12-25,123.36,123.36,123.36,123.36,265679456
2015-12-28,122.77,123.26,123.43,122.53,731115392
2015-12-29,124.49,122.98,124.49,122.98,1496063232
2015-12-30,123.77,124.47,124.48,123.67,1263131648
2015-12-31,123.11,123.7,123.7,123.03,392737824
2016-01-01,123.11,123.11,123.11,123.11,392737824
2016-01-04,120,122.69,122.69,119.36,2551834880
2016-01-05,120.75,120.44,121.3,119.42,2340565504
2016-01-06,119.21,120.6,120.6,118.42,2241700864
2016-01-07,116.57,118.34,118.34,114.87,3380584192
2016-01-08,114.76,116.6,117.55,114.63,2679405312
2016-01-11,114.38,114.49,115.85,114.25,2743673088
2016-01-12,115.43,114.16,116.63,113.97,2775945728
2016-01-13,115.92,116.17,117.62,115.44,2803117824
2016-01-14,114.27,115.35,115.35,112.13,3389874944
2016-01-15,111.02,114.1,114.39,110.38,3728424448
2016-01-18,110.67,111.11,112.39,110.13,2909659648
2016-01-19,112.1,111.46,113.33,111.46,3174590464
2016-01-20,108.49,110.77,110.77,107.85,4253500416
2016-01-21,110.64,108.59,111.23,108.28,4218756352
2016-01-22,113.98,110.95,114.75,110.88,3771119616
2016-01-25,113.25,114.18,114.38,112.75,3483083520
2016-01-26,114.24,112.33,114.46,110.94,3276735488
2016-01-27,114.65,114.06,114.69,113.1,2741163776
2016-01-28,112.87,114.47,115.02,112.14,3278814464
2016-01-29,115.37,113.65,115.48,113.36,3376404992
2016-02-01,115.09,115.78,115.96,113.9,3185364480
2016-02-02,112.65,114.93,114.93,112.08,3413812992
2016-02-03,110.93,112.68,112.83,109.76,3657634304
2016-02-04,110.8,111.29,112.14,109.41,3758180096
2016-02-05,109.89,110.61,111.64,109.7,3930810112
2016-02-08,106.12,110.01,110.53,105.73,3576807168
2016-02-09,104.4,106.09,106.88,103.36,4333629440
2016-02-10,106.29,104.46,107.38,104.26,3951843584
2016-02-11,102.32,106.11,106.14,101.98,4200069888
2016-02-12,105.38,102.63,105.54,102.62,3942899712
2016-02-15,108.5,105.64,108.89,105.59,3150476288
2016-02-16,108.04,108.37,109.37,107.43,3457326080
2016-02-17,110.9,107.84,110.92,107.8,3524518400
2016-02-18,110.8,110.84,111.94,110.19,3283477760
2016-02-19,109.92,110.62,111.1,109.16,2923727360
2016-02-22,111.85,109.76,112.04,109.76,2706668544
2016-02-23,110.41,111.76,111.89,110.21,2785512448
2016-02-24,107.83,110.19,110.23,107.24,3230407168
2016-02-25,109.96,107.75,110.42,107.73,2879179264
2016-02-26,111.69,109.95,112.28,109.93,2870215424
2016-02-29,112.5,111.68,112.56,110.31,3267810560
2016-03-01,114.09,112.41,114.24,111.96,2837391360
2016-03-02,114.93,114.43,115.11,113.93,3273512448
2016-03-03,114.42,114.86,115.03,114.03,2991187712
2016-03-04,115.23,114.37,115.85,114.3,2972093440
2016-03-07,114.94,115.3,115.41,114.05,2785166592
2016-03-08,113.8,114.91,114.96,113.36,3335919360
2016-03-09,114.39,114.01,115.29,113.92,2705655040
2016-03-10,112.42,114.5,117.25,112.16,4335686656
2016-03-11,115.37,113.14,115.5,113.14,3730567680
2016-03-14,116.17,115.37,116.67,115.36,3244308992
2016-03-15,114.86,115.95,115.96,114.59,2835990528
2016-03-16,114.92,114.75,115.41,114.14,2670029824
2016-03-17,114.83,114.73,115.37,112.8,3429391104
2016-03-18,115.13,114.91,115.41,114.36,4543620096
2016-03-21,114.84,115.04,115.76,114.14,2490726400
2016-03-22,114.65,114.8,114.83,113.02,2568740864
2016-03-23,114.55,114.64,115.36,114.02,2340305920
2016-03-24,112.84,114.49,114.54,112.67,2095406720
2016-03-25,112.84,112.84,112.84,112.84,2095406720
2016-03-28,112.93,112.95,113.02,112.9,944812
2016-03-29,113.38,112.97,113.97,112.65,2482397696
2016-03-30,114.89,113.34,115.36,113.31,2698900480
2016-03-31,113.62,114.75,114.77,113.42,3030645760
2016-04-01,112.11,113.58,113.62,110.84,2944437248
2016-04-04,112.57,112.03,113.33,111.54,2332557824
2016-04-05,110.42,112.46,112.48,110.28,2837697280
2016-04-06,111.27,110.49,111.3,110.28,2814774528
2016-04-07,110.44,111.26,111.77,110.08,2962678528
2016-04-08,111.74,110.39,111.9,110.35,2528222720
2016-04-11,112.1,111.75,112.71,110.8,2556562432
2016-04-12,112.74,112.14,112.86,111.28,2841645568
2016-04-13,115.63,112.88,115.67,112.86,3873918464
2016-04-14,116.01,115.5,116.16,115.21,3378144768
2016-04-15,115.62,116.02,116.09,115.3,2593326848
2016-04-18,116.09,115.19,116.23,114,2456208128
2016-04-19,117.84,116.19,117.9,116.19,2985382144
2016-04-20,118.41,117.67,118.5,117.29,2897835008
2016-04-21,118.05,118.45,118.68,117.15,3511913216
2016-04-22,117.65,117.92,117.92,117.1,3678072832
2016-04-25,116.95,117.72,117.92,116.56,2509015040
2016-04-26,117.16,117.02,117.84,116.92,2796540928
2016-04-27,117.52,117.11,117.66,116.69,2819766272
2016-04-28,117.7,117.5,117.73,115.72,3208376320
2016-04-29,115.15,117.11,117.11,115.02,3142822144
